# Deepak Jaiswal, David LeBauer, Dan Wang, Tim Wertin, Andrew Leakey, and Steve Long, in prep. Please do not reuse prior to publication without consent of authors
lat,lon,salix_yield
36.65,-108.60,1.36
36.93,-108.61,1.19
37.22,-108.62,1.47
37.50,-108.62,4.86
37.79,-108.63,4.07
38.07,-108.64,3.46
38.36,-108.65,2.27
38.65,-108.66,5.66
38.93,-108.66,2.94
39.22,-108.67,0.50
39.51,-108.68,6.44
39.79,-108.69,1.79
40.08,-108.70,1.56
40.37,-108.71,2.88
40.66,-108.71,3.45
40.95,-108.72,1.37
41.23,-108.73,1.17
41.52,-108.74,1.70
41.81,-108.75,2.11
42.10,-108.76,1.30
42.39,-108.77,3.02
42.68,-108.78,2.75
42.97,-108.79,5.20
43.26,-108.80,4.79
43.55,-108.81,3.16
43.84,-108.82,1.68
44.13,-108.83,1.79
44.42,-108.84,1.53
44.71,-108.85,6.14
45.00,-108.86,3.55
45.29,-108.87,2.87
45.58,-108.88,5.77
45.87,-108.89,2.33
46.17,-108.90,2.71
46.46,-108.91,2.40
46.75,-108.92,7.49
47.04,-108.93,4.08
47.33,-108.94,3.82
47.62,-108.95,3.50
47.91,-108.96,0.94
48.21,-108.98,2.28
48.50,-108.99,6.36
48.79,-109.00,6.33
31.86,-108.15,1.40
32.14,-108.16,0.55
32.42,-108.16,0.50
32.70,-108.17,1.27
32.98,-108.17,4.85
33.26,-108.18,1.92
33.54,-108.18,0.42
33.82,-108.19,2.51
34.10,-108.20,1.44
34.38,-108.20,3.14
34.67,-108.21,2.51
34.95,-108.21,1.00
35.23,-108.22,3.82
35.52,-108.22,0.97
35.80,-108.23,2.54
36.08,-108.23,1.57
36.37,-108.24,3.86
36.65,-108.25,3.76
36.94,-108.25,0.18
37.22,-108.26,4.89
37.51,-108.26,2.86
37.79,-108.27,6.34
38.08,-108.28,2.89
38.36,-108.28,5.51
38.65,-108.29,2.45
38.94,-108.30,3.03
39.22,-108.30,3.21
39.51,-108.31,6.23
39.80,-108.31,3.96
40.09,-108.32,1.93
40.37,-108.33,4.37
40.66,-108.33,4.25
40.95,-108.34,1.47
41.24,-108.35,1.99
41.53,-108.36,1.11
41.82,-108.36,1.12
42.11,-108.37,4.09
42.40,-108.38,1.68
42.69,-108.38,4.43
42.98,-108.39,2.55
43.27,-108.40,3.90
43.56,-108.41,0.89
43.85,-108.41,3.62
44.14,-108.42,3.92
44.43,-108.43,5.60
44.72,-108.44,1.25
45.01,-108.44,2.82
45.30,-108.45,3.75
45.59,-108.46,6.86
45.88,-108.47,2.74
46.17,-108.48,1.73
46.46,-108.49,0.91
46.75,-108.49,5.23
47.05,-108.50,3.04
47.34,-108.51,2.61
47.63,-108.52,0.80
47.92,-108.53,3.82
48.21,-108.54,6.67
48.50,-108.55,5.99
48.80,-108.56,5.67
31.86,-107.82,0.61
32.14,-107.83,0.40
32.42,-107.83,1.18
32.70,-107.84,1.96
32.98,-107.84,1.86
33.26,-107.84,3.30
33.54,-107.85,3.18
33.83,-107.85,1.26
34.11,-107.85,1.22
34.39,-107.86,2.88
34.67,-107.86,0.43
34.95,-107.87,1.78
35.24,-107.87,1.00
35.52,-107.87,1.17
35.80,-107.88,2.14
36.09,-107.88,1.46
36.37,-107.89,2.60
36.66,-107.89,0.18
36.94,-107.90,1.41
37.23,-107.90,0.92
37.51,-107.90,4.39
37.80,-107.91,3.14
38.08,-107.91,4.68
38.37,-107.92,2.31
38.66,-107.92,0.22
38.94,-107.93,4.20
39.23,-107.93,7.18
39.52,-107.94,3.84
39.80,-107.94,1.79
40.09,-107.95,2.31
40.38,-107.95,4.64
40.67,-107.95,4.40
40.96,-107.96,4.10
41.24,-107.96,1.30
41.53,-107.97,5.00
41.82,-107.97,3.26
42.11,-107.98,3.39
42.40,-107.98,4.12
42.69,-107.99,3.13
42.98,-108.00,2.40
43.27,-108.00,5.68
43.56,-108.01,3.75
43.85,-108.01,3.95
44.14,-108.02,3.77
44.43,-108.02,2.93
44.72,-108.03,2.84
45.01,-108.03,3.26
45.30,-108.04,3.13
45.59,-108.05,2.21
45.89,-108.05,2.16
46.18,-108.06,2.59
46.47,-108.06,1.06
46.76,-108.07,1.39
47.05,-108.08,1.17
47.34,-108.08,0.86
47.63,-108.09,0.64
47.93,-108.09,6.30
48.22,-108.10,5.97
48.51,-108.11,5.40
48.80,-108.11,5.98
31.87,-107.50,1.85
32.15,-107.50,1.02
32.43,-107.50,0.40
32.70,-107.50,0.52
32.99,-107.51,0.66
33.27,-107.51,0.53
33.55,-107.51,2.46
33.83,-107.51,2.61
34.11,-107.51,1.19
34.39,-107.52,1.73
34.67,-107.52,1.21
34.96,-107.52,0.60
35.24,-107.52,0.61
35.52,-107.53,1.08
35.81,-107.53,1.72
36.09,-107.53,4.92
36.37,-107.53,2.14
36.66,-107.54,2.10
36.94,-107.54,3.50
37.23,-107.54,4.76
37.51,-107.54,3.77
37.80,-107.55,4.24
38.09,-107.55,2.76
38.37,-107.55,4.67
38.66,-107.56,5.24
38.94,-107.56,6.30
39.23,-107.56,6.24
39.52,-107.56,3.69
39.81,-107.57,6.59
40.09,-107.57,5.64
40.38,-107.57,4.95
40.67,-107.57,4.93
40.96,-107.58,4.89
41.25,-107.58,3.56
41.54,-107.58,4.15
41.83,-107.59,3.52
42.11,-107.59,3.69
42.40,-107.59,2.78
42.69,-107.60,2.61
42.98,-107.60,5.66
43.27,-107.60,2.49
43.56,-107.61,2.49
43.85,-107.61,5.03
44.14,-107.61,7.49
44.43,-107.62,4.34
44.72,-107.62,4.52
45.02,-107.62,3.66
45.31,-107.63,3.91
45.60,-107.63,2.29
45.89,-107.63,7.14
46.18,-107.64,2.70
46.47,-107.64,2.01
46.76,-107.64,2.17
47.05,-107.65,4.07
47.35,-107.65,1.53
47.64,-107.65,5.20
47.93,-107.66,6.62
48.22,-107.66,2.02
48.51,-107.67,5.31
48.80,-107.67,6.27
31.87,-107.17,0.14
32.15,-107.17,0.19
32.43,-107.17,0.30
32.71,-107.17,1.17
32.99,-107.17,0.35
33.27,-107.17,0.83
33.55,-107.17,1.81
33.83,-107.17,0.21
34.11,-107.17,0.66
34.39,-107.18,0.98
34.67,-107.18,0.70
34.96,-107.18,1.33
35.24,-107.18,0.76
35.52,-107.18,2.29
35.81,-107.18,3.13
36.09,-107.18,2.25
36.38,-107.18,2.37
36.66,-107.18,6.14
36.94,-107.18,6.34
37.23,-107.18,3.22
37.52,-107.18,5.36
37.80,-107.19,2.87
38.09,-107.19,0.94
38.37,-107.19,2.22
38.66,-107.19,5.01
38.95,-107.19,4.31
39.23,-107.19,5.06
39.52,-107.19,6.61
39.81,-107.19,6.82
40.10,-107.19,3.71
40.38,-107.19,5.26
40.67,-107.19,7.24
40.96,-107.20,5.35
41.25,-107.20,2.47
41.54,-107.20,1.23
41.83,-107.20,3.82
42.12,-107.20,1.35
42.41,-107.20,2.53
42.69,-107.20,3.11
42.98,-107.20,4.41
43.27,-107.20,3.48
43.56,-107.21,4.64
43.85,-107.21,2.98
44.15,-107.21,4.19
44.44,-107.21,3.70
44.73,-107.21,2.03
45.02,-107.21,3.80
45.31,-107.21,5.54
45.60,-107.21,2.70
45.89,-107.21,2.51
46.18,-107.22,1.99
46.47,-107.22,4.90
46.76,-107.22,3.97
47.06,-107.22,3.77
47.35,-107.22,6.66
47.64,-107.22,0.70
47.93,-107.22,0.61
48.22,-107.22,4.78
48.51,-107.23,5.77
48.81,-107.23,0.40
31.87,-106.84,0.15
32.15,-106.84,0.55
32.43,-106.84,1.12
32.71,-106.84,1.48
32.99,-106.84,0.28
33.27,-106.84,1.73
33.55,-106.84,0.19
33.83,-106.83,0.92
34.11,-106.83,0.26
34.39,-106.83,0.99
34.67,-106.83,1.32
34.96,-106.83,2.17
35.24,-106.83,2.43
35.52,-106.83,2.91
35.81,-106.83,3.68
36.09,-106.83,6.71
36.38,-106.83,4.99
36.66,-106.83,2.04
36.94,-106.83,3.91
37.23,-106.83,3.89
37.52,-106.82,2.87
37.80,-106.82,2.42
38.09,-106.82,1.91
38.37,-106.82,3.84
38.66,-106.82,5.69
38.95,-106.82,2.73
39.23,-106.82,2.86
39.52,-106.82,5.04
39.81,-106.82,4.80
40.10,-106.82,6.00
40.38,-106.82,8.05
40.67,-106.81,2.74
40.96,-106.81,2.68
41.25,-106.81,3.36
41.54,-106.81,3.04
41.83,-106.81,4.19
42.12,-106.81,3.55
42.41,-106.81,2.56
42.69,-106.81,2.72
42.98,-106.81,2.24
43.27,-106.81,3.02
43.56,-106.80,2.18
43.85,-106.80,2.88
44.15,-106.80,5.09
44.44,-106.80,3.59
44.73,-106.80,3.60
45.02,-106.80,3.97
45.31,-106.80,2.21
45.60,-106.80,4.70
45.89,-106.80,2.23
46.18,-106.79,2.01
46.47,-106.79,4.47
46.76,-106.79,4.30
47.06,-106.79,4.46
47.35,-106.79,3.97
47.64,-106.79,1.14
47.93,-106.79,0.83
48.22,-106.79,6.50
48.51,-106.79,5.21
48.81,-106.78,3.86
31.87,-106.51,0.16
32.15,-106.51,0.34
32.43,-106.51,1.09
32.70,-106.50,1.24
32.99,-106.50,0.81
33.27,-106.50,1.63
33.55,-106.50,1.61
33.83,-106.50,1.27
34.11,-106.49,0.72
34.39,-106.49,0.57
34.67,-106.49,3.62
34.96,-106.49,3.19
35.24,-106.48,2.77
35.52,-106.48,2.74
35.81,-106.48,5.59
36.09,-106.48,4.20
36.37,-106.47,4.67
36.66,-106.47,6.03
36.94,-106.47,2.71
37.23,-106.47,4.43
37.51,-106.46,1.65
37.80,-106.46,1.52
38.09,-106.46,2.50
38.37,-106.46,3.14
38.66,-106.45,2.25
38.94,-106.45,2.31
39.23,-106.45,2.21
39.52,-106.45,4.58
39.81,-106.44,2.48
40.09,-106.44,5.03
40.38,-106.44,5.16
40.67,-106.43,4.90
40.96,-106.43,3.24
41.25,-106.43,2.63
41.54,-106.43,3.08
41.83,-106.42,0.82
42.11,-106.42,2.90
42.40,-106.42,3.28
42.69,-106.41,2.82
42.98,-106.41,4.62
43.27,-106.41,2.69
43.56,-106.40,2.82
43.85,-106.40,2.60
44.14,-106.40,3.19
44.43,-106.39,4.63
44.72,-106.39,3.97
45.02,-106.39,3.08
45.31,-106.38,2.25
45.60,-106.38,2.05
45.89,-106.38,2.46
46.18,-106.37,1.60
46.47,-106.37,1.67
46.76,-106.37,2.92
47.05,-106.36,4.21
47.35,-106.36,7.12
47.64,-106.36,1.54
47.93,-106.35,1.67
48.22,-106.35,5.95
48.51,-106.34,4.10
48.80,-106.34,5.81
31.59,-106.19,0.27
31.86,-106.18,0.85
32.14,-106.18,0.54
32.42,-106.18,0.89
32.70,-106.17,1.24
32.98,-106.17,0.48
33.26,-106.16,3.45
33.54,-106.16,0.21
33.83,-106.16,0.54
34.11,-106.15,0.87
34.39,-106.15,0.89
34.67,-106.15,0.83
34.95,-106.14,1.96
35.24,-106.14,3.46
35.52,-106.13,4.94
35.80,-106.13,5.09
36.09,-106.13,6.27
36.37,-106.12,5.90
36.66,-106.12,5.48
36.94,-106.11,2.89
37.23,-106.11,0.53
37.51,-106.10,2.89
37.80,-106.10,3.24
38.08,-106.10,4.23
38.37,-106.09,2.37
38.66,-106.09,2.73
38.94,-106.08,3.13
39.23,-106.08,2.43
39.52,-106.07,3.52
39.80,-106.07,4.52
40.09,-106.06,5.12
40.38,-106.06,5.02
40.67,-106.05,5.10
40.96,-106.05,2.66
41.24,-106.04,2.56
41.53,-106.04,3.33
41.82,-106.03,3.36
42.11,-106.03,2.78
42.40,-106.02,3.58
42.69,-106.02,2.49
42.98,-106.01,0.78
43.27,-106.01,1.64
43.56,-106.00,3.15
43.85,-106.00,1.99
44.14,-105.99,2.54
44.43,-105.99,2.61
44.72,-105.98,4.55
45.01,-105.98,2.62
45.30,-105.97,3.19
45.59,-105.97,1.59
45.89,-105.96,1.80
46.18,-105.95,3.18
46.47,-105.95,1.58
46.76,-105.94,3.32
47.05,-105.94,2.62
47.34,-105.93,2.80
47.63,-105.92,0.66
47.93,-105.92,2.69
48.22,-105.91,6.32
48.51,-105.90,4.41
48.80,-105.90,5.11
31.30,-105.86,0.44
31.58,-105.86,0.45
31.86,-105.85,0.37
32.14,-105.85,0.61
32.42,-105.84,0.74
32.70,-105.84,0.57
32.98,-105.83,3.90
33.26,-105.83,2.97
33.54,-105.82,2.43
33.82,-105.82,1.50
34.10,-105.81,1.83
34.38,-105.81,1.24
34.67,-105.80,2.40
34.95,-105.80,2.32
35.23,-105.79,1.64
35.52,-105.79,6.46
35.80,-105.78,5.75
36.08,-105.77,4.32
36.37,-105.77,5.14
36.65,-105.76,2.48
36.94,-105.76,0.69
37.22,-105.75,0.35
37.51,-105.74,1.62
37.79,-105.74,3.40
38.08,-105.73,3.70
38.36,-105.73,1.98
38.65,-105.72,2.81
38.94,-105.71,2.28
39.22,-105.71,2.36
39.51,-105.70,4.49
39.80,-105.69,3.01
40.09,-105.69,3.19
40.37,-105.68,5.43
40.66,-105.67,2.64
40.95,-105.67,1.12
41.24,-105.66,3.23
41.53,-105.65,3.47
41.82,-105.65,3.74
42.11,-105.64,4.13
42.40,-105.63,3.30
42.69,-105.63,2.09
42.98,-105.62,2.19
43.27,-105.61,2.12
43.56,-105.60,2.21
43.85,-105.60,2.31
44.14,-105.59,5.66
44.43,-105.58,5.92
44.72,-105.57,3.64
45.01,-105.57,2.62
45.30,-105.56,6.37
45.59,-105.55,2.27
45.88,-105.54,1.63
46.17,-105.53,1.60
46.46,-105.52,1.43
46.75,-105.52,0.74
47.05,-105.51,3.01
47.34,-105.50,1.95
47.63,-105.49,2.47
47.92,-105.48,4.17
48.21,-105.47,5.60
48.50,-105.46,4.38
48.80,-105.45,6.42
31.02,-105.55,0.17
31.30,-105.54,0.20
31.58,-105.53,0.26
31.86,-105.53,0.18
32.13,-105.52,0.38
32.41,-105.51,0.58
32.69,-105.51,3.58
32.97,-105.50,2.77
33.25,-105.49,2.02
33.54,-105.49,1.36
33.82,-105.48,0.95
34.10,-105.47,1.39
34.38,-105.47,1.12
34.66,-105.46,4.25
34.94,-105.45,2.06
35.23,-105.44,1.08
35.51,-105.44,6.61
35.79,-105.43,3.87
36.08,-105.42,3.17
36.36,-105.42,6.61
36.65,-105.41,6.37
36.93,-105.40,3.41
37.22,-105.39,4.69
37.50,-105.38,4.18
37.79,-105.38,3.61
38.07,-105.37,1.95
38.36,-105.36,2.39
38.65,-105.35,2.13
38.93,-105.34,2.21
39.22,-105.34,3.33
39.51,-105.33,3.58
39.79,-105.32,1.79
40.08,-105.31,1.32
40.37,-105.30,2.44
40.66,-105.29,5.45
40.95,-105.29,1.62
41.23,-105.28,2.72
41.52,-105.27,3.58
41.81,-105.26,5.34
42.10,-105.25,3.75
42.39,-105.24,4.58
42.68,-105.23,1.87
42.97,-105.22,2.08
43.26,-105.21,2.61
43.55,-105.20,2.16
43.84,-105.19,1.49
44.13,-105.18,2.60
44.42,-105.17,5.47
44.71,-105.16,3.62
45.00,-105.15,2.50
45.29,-105.14,2.42
45.58,-105.13,2.00
45.87,-105.12,2.02
46.17,-105.11,1.64
46.46,-105.10,1.88
46.75,-105.09,6.64
47.04,-105.08,4.47
47.33,-105.07,3.88
47.62,-105.06,3.81
47.91,-105.05,2.00
48.21,-105.03,7.56
48.50,-105.02,3.91
48.79,-105.01,1.88
31.01,-105.22,0.13
31.29,-105.21,0.32
31.57,-105.21,0.17
31.85,-105.20,0.22
32.13,-105.19,0.27
32.41,-105.18,1.74
32.69,-105.17,0.52
32.97,-105.17,1.01
33.25,-105.16,0.64
33.53,-105.15,1.33
33.81,-105.14,0.97
34.09,-105.13,0.66
34.37,-105.12,0.32
34.66,-105.12,0.46
34.94,-105.11,1.06
35.22,-105.10,2.57
35.50,-105.09,3.19
35.79,-105.08,5.13
36.07,-105.07,6.72
36.36,-105.06,5.51
36.64,-105.05,6.40
36.92,-105.04,5.42
37.21,-105.03,8.04
37.49,-105.02,6.29
37.78,-105.02,2.89
38.07,-105.01,2.36
38.35,-105.00,2.69
38.64,-104.99,5.13
38.93,-104.98,1.92
39.21,-104.97,7.82
39.50,-104.96,7.56
39.79,-104.95,6.65
40.07,-104.94,4.75
40.36,-104.93,4.50
40.65,-104.91,4.36
40.94,-104.90,7.45
41.23,-104.89,4.86
41.52,-104.88,2.42
41.80,-104.87,4.52
42.09,-104.86,4.92
42.38,-104.85,2.47
42.67,-104.84,3.55
42.96,-104.83,1.96
43.25,-104.81,1.75
43.54,-104.80,1.53
43.83,-104.79,1.42
44.12,-104.78,4.20
44.41,-104.77,7.58
44.70,-104.75,1.19
44.99,-104.74,3.43
45.28,-104.73,2.68
45.58,-104.72,2.93
45.87,-104.70,3.13
46.16,-104.69,1.68
46.45,-104.68,1.79
46.74,-104.67,3.09
47.03,-104.65,1.40
47.32,-104.64,2.45
47.61,-104.63,2.78
47.91,-104.61,2.69
48.20,-104.60,1.70
48.49,-104.58,4.71
48.78,-104.57,7.10
30.73,-104.91,0.40
31.01,-104.90,0.13
31.29,-104.89,0.15
31.56,-104.88,0.36
31.84,-104.87,0.32
32.12,-104.86,0.95
32.40,-104.85,1.61
32.68,-104.84,0.27
32.96,-104.83,0.23
33.24,-104.82,0.21
33.52,-104.81,0.42
33.80,-104.80,0.52
34.08,-104.79,0.49
34.37,-104.78,0.62
34.65,-104.77,0.51
34.93,-104.76,0.85
35.21,-104.75,1.97
35.50,-104.74,1.87
35.78,-104.73,4.40
36.06,-104.72,3.85
36.35,-104.71,3.71
36.63,-104.70,5.25
36.92,-104.69,6.70
37.20,-104.68,1.61
37.49,-104.67,3.74
37.77,-104.65,6.51
38.06,-104.64,3.40
38.34,-104.63,3.87
38.63,-104.62,4.78
38.92,-104.61,8.87
39.20,-104.60,3.71
39.49,-104.58,7.92
39.78,-104.57,4.13
40.07,-104.56,4.90
40.35,-104.55,3.58
40.64,-104.53,4.32
40.93,-104.52,5.06
41.22,-104.51,8.17
41.51,-104.50,2.40
41.80,-104.48,3.64
42.08,-104.47,5.56
42.37,-104.46,3.91
42.66,-104.44,3.92
42.95,-104.43,2.30
43.24,-104.42,1.77
43.53,-104.40,1.56
43.82,-104.39,0.95
44.11,-104.37,3.17
44.40,-104.36,5.88
44.69,-104.35,3.91
44.98,-104.33,3.25
45.27,-104.32,4.07
45.57,-104.30,2.98
45.86,-104.29,3.65
46.15,-104.27,3.29
46.44,-104.26,3.47
46.73,-104.24,2.62
47.02,-104.22,1.97
47.31,-104.21,1.24
47.60,-104.19,6.85
47.90,-104.18,2.13
48.19,-104.16,0.43
48.48,-104.14,5.93
48.77,-104.13,4.57
29.89,-104.62,0.51
30.17,-104.61,0.14
30.45,-104.59,0.34
30.72,-104.58,0.76
31.00,-104.57,0.70
31.28,-104.56,0.28
31.56,-104.55,0.30
31.83,-104.54,0.37
32.11,-104.53,1.13
32.39,-104.52,0.27
32.67,-104.51,0.74
32.95,-104.50,0.61
33.23,-104.49,0.57
33.51,-104.48,0.89
33.79,-104.46,1.15
34.07,-104.45,1.38
34.36,-104.44,1.84
34.64,-104.43,1.93
34.92,-104.42,1.34
35.20,-104.41,1.78
35.49,-104.39,2.29
35.77,-104.38,2.70
36.05,-104.37,2.67
36.34,-104.36,4.41
36.62,-104.34,4.69
36.91,-104.33,5.21
37.19,-104.32,2.77
37.48,-104.31,6.47
37.76,-104.29,1.28
38.05,-104.28,2.40
38.33,-104.27,2.92
38.62,-104.25,7.29
38.91,-104.24,8.01
39.19,-104.23,3.35
39.48,-104.21,2.84
39.77,-104.20,4.20
40.06,-104.18,4.74
40.34,-104.17,7.03
40.63,-104.16,4.69
40.92,-104.14,8.04
41.21,-104.13,3.30
41.50,-104.11,2.25
41.78,-104.10,3.65
42.07,-104.08,5.98
42.36,-104.07,2.47
42.65,-104.05,7.95
42.94,-104.03,2.80
43.23,-104.02,2.42
43.52,-104.00,2.52
43.81,-103.99,3.83
44.10,-103.97,8.87
44.39,-103.95,5.19
44.68,-103.94,4.05
44.97,-103.92,3.12
45.26,-103.90,2.92
45.55,-103.89,2.85
45.84,-103.87,2.97
46.14,-103.85,2.94
46.43,-103.83,1.14
46.72,-103.82,1.24
47.01,-103.80,2.78
47.30,-103.78,0.79
47.59,-103.76,2.98
47.88,-103.74,4.66
48.18,-103.72,3.40
48.47,-103.70,2.80
48.76,-103.68,7.36
29.61,-104.31,0.50
29.88,-104.30,0.26
30.16,-104.29,0.29
30.44,-104.27,1.01
30.71,-104.26,0.64
30.99,-104.25,0.19
31.27,-104.24,0.23
31.55,-104.23,0.28
31.82,-104.21,0.42
32.10,-104.20,0.47
32.38,-104.19,0.74
32.66,-104.18,0.31
32.94,-104.16,0.75
33.22,-104.15,0.52
33.50,-104.14,2.03
33.78,-104.13,1.42
34.06,-104.11,2.41
34.35,-104.10,0.34
34.63,-104.09,2.23
34.91,-104.07,2.25
35.19,-104.06,0.32
35.48,-104.05,0.45
35.76,-104.03,0.87
36.04,-104.02,3.77
36.33,-104.00,2.21
36.61,-103.99,6.13
36.90,-103.98,8.00
37.18,-103.96,0.89
37.47,-103.95,4.53
37.75,-103.93,2.60
38.04,-103.92,4.26
38.32,-103.90,2.33
38.61,-103.89,6.28
38.90,-103.87,5.55
39.18,-103.86,8.13
39.47,-103.84,2.52
39.76,-103.82,5.51
40.04,-103.81,2.10
40.33,-103.79,2.15
40.62,-103.78,2.93
40.91,-103.76,8.41
41.20,-103.74,2.07
41.48,-103.73,4.24
41.77,-103.71,5.25
42.06,-103.69,5.77
42.35,-103.67,4.02
42.64,-103.66,3.13
42.93,-103.64,3.39
43.22,-103.62,3.10
43.51,-103.60,4.05
43.80,-103.59,7.65
44.09,-103.57,7.27
44.38,-103.55,5.09
44.67,-103.53,4.85
44.96,-103.51,3.26
45.25,-103.49,3.56
45.54,-103.47,3.29
45.83,-103.45,0.74
46.12,-103.43,3.75
46.41,-103.41,4.19
46.70,-103.39,1.29
47.00,-103.37,1.28
47.29,-103.35,1.94
47.58,-103.33,0.82
47.87,-103.31,2.81
48.16,-103.29,0.56
48.45,-103.26,6.62
48.74,-103.24,7.43
29.32,-104.00,0.14
29.60,-103.99,0.16
29.87,-103.98,0.35
30.15,-103.97,1.07
30.42,-103.95,1.04
30.70,-103.94,0.59
30.98,-103.93,0.60
31.26,-103.91,0.44
31.53,-103.90,0.55
31.81,-103.89,0.57
32.09,-103.87,0.52
32.37,-103.86,0.60
32.65,-103.84,0.86
32.93,-103.83,0.34
33.21,-103.82,1.07
33.49,-103.80,1.05
33.77,-103.79,1.09
34.05,-103.77,2.56
34.33,-103.76,3.30
34.62,-103.74,3.10
34.90,-103.73,1.45
35.18,-103.71,0.60
35.46,-103.70,2.98
35.75,-103.68,2.89
36.03,-103.67,1.12
36.32,-103.65,2.70
36.60,-103.64,4.97
36.88,-103.62,0.58
37.17,-103.60,0.66
37.45,-103.59,1.22
37.74,-103.57,2.08
38.02,-103.55,3.19
38.31,-103.54,3.19
38.60,-103.52,3.88
38.88,-103.50,2.23
39.17,-103.49,3.09
39.46,-103.47,7.96
39.74,-103.45,4.77
40.03,-103.43,4.22
40.32,-103.41,6.33
40.61,-103.40,4.18
40.89,-103.38,2.21
41.18,-103.36,3.65
41.47,-103.34,6.65
41.76,-103.32,6.00
42.05,-103.30,3.49
42.34,-103.28,5.83
42.63,-103.26,3.48
42.92,-103.24,3.44
43.21,-103.22,3.50
43.49,-103.20,3.61
43.78,-103.18,3.72
44.07,-103.16,5.89
44.36,-103.14,3.34
44.66,-103.12,3.58
44.95,-103.10,3.74
45.24,-103.08,3.40
45.53,-103.06,3.27
45.82,-103.03,3.05
46.11,-103.01,2.76
46.40,-102.99,4.71
46.69,-102.97,2.49
46.98,-102.94,3.61
47.27,-102.92,2.98
47.56,-102.90,0.90
47.85,-102.87,1.26
48.15,-102.85,6.06
48.44,-102.82,7.67
48.73,-102.80,7.21
29.31,-103.69,0.14
29.59,-103.68,1.82
29.86,-103.66,0.59
30.14,-103.65,0.41
30.41,-103.63,0.38
30.69,-103.62,0.23
30.97,-103.60,0.54
31.24,-103.59,0.36
31.52,-103.57,0.47
31.80,-103.56,0.25
32.08,-103.54,0.51
32.36,-103.53,0.72
32.64,-103.51,0.91
32.92,-103.50,0.40
33.20,-103.48,0.47
33.48,-103.47,0.84
33.76,-103.45,1.38
34.04,-103.43,1.17
34.32,-103.42,4.03
34.60,-103.40,4.79
34.89,-103.38,3.52
35.17,-103.37,1.74
35.45,-103.35,2.10
35.73,-103.33,3.06
36.02,-103.32,0.76
36.30,-103.30,3.22
36.59,-103.28,0.50
36.87,-103.26,0.45
37.15,-103.25,2.29
37.44,-103.23,1.15
37.73,-103.21,0.88
38.01,-103.19,5.38
38.30,-103.17,3.98
38.58,-103.15,3.20
38.87,-103.13,2.40
39.16,-103.12,5.50
39.44,-103.10,6.86
39.73,-103.08,6.65
40.02,-103.06,4.54
40.30,-103.04,5.02
40.59,-103.02,3.71
40.88,-103.00,5.11
41.17,-102.98,2.10
41.46,-102.96,3.15
41.74,-102.93,6.16
42.03,-102.91,7.48
42.32,-102.89,5.92
42.61,-102.87,4.41
42.90,-102.85,4.06
43.19,-102.83,9.04
43.48,-102.80,3.08
43.77,-102.78,6.08
44.06,-102.76,3.34
44.35,-102.74,4.90
44.64,-102.71,3.75
44.93,-102.69,3.26
45.22,-102.67,3.16
45.51,-102.64,4.11
45.80,-102.62,3.12
46.09,-102.59,2.83
46.38,-102.57,5.01
46.67,-102.54,4.15
46.96,-102.52,3.11
47.26,-102.49,2.97
47.55,-102.47,0.88
47.84,-102.44,4.76
48.13,-102.41,1.63
48.42,-102.39,8.01
48.71,-102.36,7.92
49.00,-102.33,6.30
29.02,-103.39,1.36
29.30,-103.37,1.98
29.57,-103.36,0.77
29.85,-103.34,0.40
30.12,-103.33,0.28
30.40,-103.31,0.30
30.68,-103.30,0.77
30.95,-103.28,0.59
31.23,-103.26,0.64
31.51,-103.25,0.28
31.79,-103.23,1.22
32.07,-103.21,0.80
32.34,-103.20,0.91
32.62,-103.18,1.27
32.90,-103.16,0.46
33.18,-103.15,0.54
33.46,-103.13,2.54
33.75,-103.11,1.88
34.03,-103.09,2.38
34.31,-103.08,2.05
34.59,-103.06,3.10
34.87,-103.04,5.09
35.15,-103.02,3.06
35.44,-103.00,5.17
35.72,-102.98,5.17
36.00,-102.97,2.50
36.29,-102.95,2.35
36.57,-102.93,0.55
36.86,-102.91,0.48
37.14,-102.89,4.89
37.42,-102.87,3.34
37.71,-102.85,1.93
38.00,-102.83,3.11
38.28,-102.81,3.08
38.57,-102.79,6.27
38.85,-102.77,4.20
39.14,-102.75,4.12
39.43,-102.73,9.11
39.71,-102.70,8.18
40.00,-102.68,8.42
40.29,-102.66,5.13
40.58,-102.64,5.74
40.86,-102.62,8.54
41.15,-102.59,6.45
41.44,-102.57,9.42
41.73,-102.55,9.08
42.02,-102.52,8.79
42.31,-102.50,8.89
42.59,-102.48,9.28
42.88,-102.45,4.04
43.17,-102.43,3.69
43.46,-102.41,2.67
43.75,-102.38,5.71
44.04,-102.36,2.93
44.33,-102.33,4.79
44.62,-102.31,4.53
44.91,-102.28,3.68
45.20,-102.25,3.69
45.49,-102.23,4.22
45.78,-102.20,2.92
46.07,-102.17,3.41
46.36,-102.15,3.72
46.66,-102.12,2.61
46.95,-102.09,4.04
47.24,-102.06,2.29
47.53,-102.03,6.91
47.82,-102.01,6.45
48.11,-101.98,6.74
48.40,-101.95,8.84
48.69,-101.92,7.04
48.98,-101.89,6.26
29.28,-103.06,1.65
29.56,-103.04,0.15
29.83,-103.03,0.16
30.11,-103.01,0.25
30.39,-102.99,2.50
30.66,-102.97,1.07
30.94,-102.96,0.39
31.22,-102.94,0.91
31.49,-102.92,0.73
