# Deepak Jaiswal, David LeBauer, Dan Wang, Tim Wertin, Andrew Leakey, and Steve Long, in prep. Please do not reuse prior to publication without consent of authors
lat,lon,salix_yield
27.85,-98.50,0.94
28.12,-98.46,1.67
28.39,-98.43,2.12
28.66,-98.39,1.84
28.94,-98.36,3.93
29.21,-98.32,5.01
29.48,-98.28,4.98
29.76,-98.25,2.89
30.03,-98.21,3.63
30.31,-98.17,3.61
30.58,-98.13,3.40
30.86,-98.09,3.74
31.13,-98.06,6.04
31.41,-98.02,4.02
31.68,-97.98,7.16
31.96,-97.94,5.13
32.24,-97.90,2.31
32.52,-97.86,4.13
32.79,-97.82,5.50
33.07,-97.78,5.69
33.35,-97.74,8.47
33.63,-97.69,5.97
33.91,-97.65,5.89
34.19,-97.61,8.52
34.47,-97.57,7.57
34.75,-97.52,9.88
35.03,-97.48,9.11
35.31,-97.44,10.37
35.59,-97.39,7.87
35.87,-97.35,9.54
36.15,-97.30,8.01
36.43,-97.25,9.60
36.72,-97.21,10.29
37.00,-97.16,11.67
37.28,-97.12,11.37
37.56,-97.07,11.34
37.85,-97.02,11.97
38.13,-96.97,11.95
38.41,-96.92,12.04
38.70,-96.87,10.42
38.98,-96.82,10.21
39.27,-96.77,11.43
39.55,-96.72,9.05
39.84,-96.67,9.06
40.12,-96.62,13.35
40.41,-96.57,13.76
40.69,-96.51,13.40
40.98,-96.46,13.16
41.26,-96.41,13.20
41.55,-96.35,13.46
41.84,-96.30,14.31
42.12,-96.24,14.11
42.41,-96.18,12.93
42.69,-96.13,13.46
42.98,-96.07,14.29
43.27,-96.01,13.37
43.56,-95.95,14.11
43.84,-95.89,14.73
44.13,-95.84,14.87
44.42,-95.77,14.20
44.70,-95.71,13.85
44.99,-95.65,12.85
45.28,-95.59,14.14
45.57,-95.53,15.11
45.85,-95.46,14.68
46.14,-95.40,9.99
46.43,-95.33,13.19
46.72,-95.27,14.21
47.01,-95.20,14.49
47.29,-95.13,14.29
47.58,-95.06,13.79
47.87,-94.99,13.68
48.16,-94.92,10.08
48.45,-94.85,3.89
48.73,-94.78,12.98
26.20,-98.40,2.35
26.47,-98.37,2.56
26.74,-98.33,3.42
27.01,-98.30,5.47
27.28,-98.26,2.84
27.55,-98.23,1.41
27.82,-98.19,1.71
28.09,-98.16,2.66
28.36,-98.12,2.62
28.63,-98.08,2.86
28.90,-98.04,3.42
29.18,-98.01,5.38
29.45,-97.97,5.46
29.72,-97.93,5.48
30.00,-97.89,3.87
30.27,-97.85,3.37
30.55,-97.81,5.64
30.82,-97.77,5.62
31.10,-97.73,5.65
31.37,-97.69,5.66
31.65,-97.65,6.18
31.93,-97.61,5.00
32.20,-97.57,7.93
32.48,-97.53,6.10
32.76,-97.49,6.87
33.04,-97.44,7.32
33.31,-97.40,7.88
33.59,-97.36,3.30
33.87,-97.32,9.77
34.15,-97.27,10.83
34.43,-97.23,6.61
34.71,-97.18,11.21
34.99,-97.14,8.42
35.27,-97.09,8.73
35.55,-97.05,8.70
35.83,-97.00,10.70
36.12,-96.95,10.41
36.40,-96.90,10.63
36.68,-96.86,9.88
36.96,-96.81,9.22
37.24,-96.76,11.00
37.53,-96.71,11.82
37.81,-96.66,11.64
38.09,-96.61,11.61
38.38,-96.56,11.81
38.66,-96.51,11.80
38.94,-96.46,11.74
39.23,-96.41,12.03
39.51,-96.35,11.10
39.80,-96.30,12.23
40.08,-96.25,13.45
40.37,-96.19,13.21
40.65,-96.14,13.86
40.94,-96.08,13.83
41.22,-96.03,13.04
41.51,-95.97,14.21
41.79,-95.91,13.79
42.08,-95.86,8.33
42.37,-95.80,8.49
42.65,-95.74,9.81
42.94,-95.68,9.68
43.22,-95.62,15.04
43.51,-95.56,15.61
43.80,-95.50,15.54
44.09,-95.44,15.47
44.37,-95.37,14.37
44.66,-95.31,5.66
44.95,-95.25,14.38
45.23,-95.18,14.46
45.52,-95.12,13.51
45.81,-95.05,15.71
46.10,-94.98,15.13
46.38,-94.91,14.61
46.67,-94.85,14.04
46.96,-94.78,14.37
47.25,-94.71,13.75
47.53,-94.64,14.37
47.82,-94.57,13.17
48.11,-94.49,12.65
48.40,-94.42,4.00
48.69,-94.35,10.89
26.17,-98.10,3.46
26.44,-98.07,3.64
26.71,-98.03,1.91
26.97,-98.00,5.37
27.24,-97.96,4.14
27.51,-97.92,3.86
27.78,-97.89,2.98
28.06,-97.85,3.69
28.33,-97.81,3.91
28.60,-97.77,2.26
28.87,-97.73,3.26
29.14,-97.69,4.23
29.42,-97.65,5.34
29.69,-97.62,5.54
29.96,-97.58,6.78
30.24,-97.53,6.38
30.51,-97.49,6.73
30.79,-97.45,6.87
31.06,-97.41,7.14
31.34,-97.37,6.68
31.61,-97.33,7.62
31.89,-97.29,8.82
32.17,-97.24,7.32
32.44,-97.20,7.72
32.72,-97.16,7.03
33.00,-97.11,9.10
33.28,-97.07,9.79
33.56,-97.02,7.71
33.84,-96.98,10.34
34.11,-96.93,11.55
34.39,-96.89,6.74
34.67,-96.84,12.31
34.95,-96.79,11.44
35.23,-96.75,11.46
35.51,-96.70,8.88
35.80,-96.65,11.65
36.08,-96.60,10.54
36.36,-96.55,11.82
36.64,-96.51,9.77
36.92,-96.46,10.87
37.20,-96.41,10.44
37.49,-96.35,13.66
37.77,-96.30,11.73
38.05,-96.25,12.10
38.34,-96.20,12.57
38.62,-96.15,12.43
38.90,-96.09,10.47
39.19,-96.04,11.90
39.47,-95.98,12.67
39.75,-95.93,14.17
40.04,-95.87,13.64
40.32,-95.82,13.29
40.61,-95.76,14.20
40.89,-95.70,13.49
41.18,-95.65,14.27
41.46,-95.59,14.32
41.75,-95.53,13.92
42.04,-95.47,14.18
42.32,-95.41,11.12
42.61,-95.35,11.13
42.89,-95.29,11.45
43.18,-95.23,15.53
43.47,-95.16,15.46
43.75,-95.10,15.78
44.04,-95.04,15.36
44.33,-94.97,15.28
44.61,-94.91,14.41
44.90,-94.84,14.71
45.19,-94.77,14.76
45.47,-94.71,14.99
45.76,-94.64,14.33
46.05,-94.57,15.21
46.34,-94.50,14.35
46.62,-94.43,15.07
46.91,-94.36,15.41
47.20,-94.28,15.26
47.49,-94.21,15.38
47.77,-94.14,14.11
48.06,-94.06,8.58
48.35,-93.99,14.15
48.64,-93.91,14.29
26.14,-97.81,1.26
26.40,-97.77,1.29
26.67,-97.73,2.32
26.94,-97.69,3.07
27.21,-97.66,6.49
27.48,-97.62,3.17
27.75,-97.58,5.21
28.02,-97.54,5.91
28.29,-97.50,4.53
28.56,-97.46,3.68
28.84,-97.42,3.30
29.11,-97.38,4.26
29.38,-97.34,4.02
29.66,-97.30,6.88
29.93,-97.26,7.66
30.20,-97.22,7.86
30.48,-97.18,8.13
30.75,-97.13,7.01
31.03,-97.09,7.04
31.30,-97.05,7.53
31.58,-97.00,8.92
31.85,-96.96,7.49
32.13,-96.92,6.72
32.41,-96.87,7.01
32.68,-96.83,9.44
32.96,-96.78,7.34
33.24,-96.74,7.45
33.52,-96.69,7.45
33.80,-96.64,11.01
34.08,-96.60,10.23
34.36,-96.55,12.07
34.63,-96.50,9.85
34.91,-96.45,9.24
35.19,-96.40,10.14
35.47,-96.36,10.17
35.76,-96.31,9.28
36.04,-96.26,9.54
36.32,-96.21,9.53
36.60,-96.15,10.21
36.88,-96.10,10.06
37.16,-96.05,10.20
37.44,-96.00,11.00
37.73,-95.95,11.07
38.01,-95.89,12.45
38.29,-95.84,12.70
38.58,-95.78,14.05
38.86,-95.73,12.57
39.14,-95.67,11.45
39.43,-95.62,14.40
39.71,-95.56,14.41
40.00,-95.50,13.92
40.28,-95.45,14.01
40.56,-95.39,12.39
40.85,-95.33,14.35
41.13,-95.27,12.57
41.42,-95.21,12.45
41.71,-95.15,14.70
41.99,-95.09,14.94
42.28,-95.02,12.05
42.56,-94.96,15.88
42.85,-94.90,15.92
43.13,-94.83,15.46
43.42,-94.77,15.89
43.71,-94.70,16.23
43.99,-94.64,15.79
44.28,-94.57,14.91
44.57,-94.50,15.84
44.85,-94.44,15.68
45.14,-94.37,15.01
45.43,-94.30,13.88
45.71,-94.23,14.01
46.00,-94.15,14.84
46.29,-94.08,14.24
46.57,-94.01,15.43
46.86,-93.94,15.30
47.15,-93.86,15.79
47.44,-93.79,9.85
47.72,-93.71,11.67
48.01,-93.63,14.74
48.30,-93.56,11.51
26.10,-97.51,4.63
27.99,-97.23,4.16
28.26,-97.19,6.31
28.53,-97.15,5.64
28.80,-97.11,6.37
29.07,-97.07,7.99
29.35,-97.03,6.79
29.62,-96.99,6.32
29.89,-96.94,8.49
30.17,-96.90,6.80
30.44,-96.86,7.22
30.71,-96.81,8.23
30.99,-96.77,8.72
31.26,-96.73,9.21
31.54,-96.68,8.96
31.82,-96.64,9.45
32.09,-96.59,8.19
32.37,-96.54,9.45
32.65,-96.50,9.82
32.92,-96.45,8.89
33.20,-96.40,10.44
33.48,-96.36,11.00
33.76,-96.31,11.05
34.04,-96.26,11.55
34.32,-96.21,12.19
34.59,-96.16,10.04
34.87,-96.11,9.16
35.15,-96.06,9.00
35.43,-96.01,10.26
35.71,-95.96,9.00
35.99,-95.91,12.98
36.28,-95.86,10.47
36.56,-95.80,8.99
36.84,-95.75,8.95
37.12,-95.70,11.00
37.40,-95.64,11.08
37.68,-95.59,10.82
37.97,-95.53,14.01
38.25,-95.48,14.20
38.53,-95.42,12.70
38.82,-95.36,9.85
39.10,-95.31,10.14
39.38,-95.25,10.86
39.67,-95.19,14.19
39.95,-95.13,14.26
40.24,-95.07,12.58
40.52,-95.01,14.50
40.80,-94.95,14.95
41.09,-94.89,15.07
41.37,-94.83,14.73
41.66,-94.77,15.30
41.94,-94.70,15.41
42.23,-94.64,15.71
42.51,-94.57,16.06
42.80,-94.51,16.08
43.09,-94.44,16.26
43.37,-94.38,16.52
43.66,-94.31,16.40
43.94,-94.24,15.95
44.23,-94.17,15.95
44.52,-94.10,15.82
44.80,-94.03,15.54
45.09,-93.96,11.24
45.38,-93.89,14.07
45.66,-93.82,14.81
45.95,-93.74,15.57
46.24,-93.67,15.85
46.52,-93.59,15.77
46.81,-93.52,11.39
47.10,-93.44,14.80
47.38,-93.36,15.49
47.67,-93.28,11.91
47.96,-93.20,11.73
48.24,-93.12,6.35
48.53,-93.04,5.38
28.49,-96.84,9.30
28.76,-96.80,8.16
29.04,-96.76,7.23
29.31,-96.72,8.82
29.58,-96.67,9.11
29.85,-96.63,5.84
30.13,-96.58,7.05
30.40,-96.54,7.29
30.68,-96.49,8.39
30.95,-96.45,8.23
31.23,-96.40,8.95
31.50,-96.36,9.61
31.78,-96.31,9.69
32.05,-96.26,9.59
32.33,-96.22,9.99
32.61,-96.17,10.38
32.88,-96.12,10.45
33.16,-96.07,10.61
33.44,-96.02,11.10
33.72,-95.97,11.58
34.00,-95.92,11.77
34.27,-95.87,11.43
34.55,-95.82,10.37
34.83,-95.77,12.66
35.11,-95.72,9.12
35.39,-95.67,12.87
35.67,-95.61,10.42
35.95,-95.56,10.50
36.23,-95.51,9.07
36.51,-95.45,11.04
36.80,-95.40,11.95
37.08,-95.34,12.15
37.36,-95.29,13.34
37.64,-95.23,12.50
37.92,-95.17,14.12
38.21,-95.12,12.73
38.49,-95.06,12.47
38.77,-95.00,12.10
39.05,-94.94,14.23
39.34,-94.88,12.75
39.62,-94.82,12.69
39.90,-94.76,13.08
40.19,-94.70,14.81
40.47,-94.64,14.85
40.76,-94.58,14.99
41.04,-94.51,15.11
41.33,-94.45,15.10
41.61,-94.38,15.05
41.90,-94.32,15.72
42.18,-94.25,16.05
42.47,-94.19,16.12
42.75,-94.12,16.22
43.04,-94.05,16.52
43.32,-93.98,16.56
43.61,-93.91,16.80
43.89,-93.84,16.30
44.18,-93.77,15.82
44.47,-93.70,15.87
44.75,-93.63,15.20
45.04,-93.55,12.19
45.32,-93.48,13.09
45.61,-93.41,13.70
45.90,-93.33,15.08
46.18,-93.25,16.26
46.47,-93.18,16.27
46.76,-93.10,16.25
47.04,-93.02,12.34
47.33,-92.94,14.05
47.62,-92.86,15.18
47.90,-92.78,12.99
48.19,-92.69,6.22
28.46,-96.53,10.07
28.73,-96.49,9.02
29.00,-96.45,8.74
29.27,-96.40,8.89
29.54,-96.36,8.24
29.82,-96.31,8.82
30.09,-96.27,8.55
30.36,-96.22,6.16
30.64,-96.18,8.52
30.91,-96.13,8.81
31.19,-96.08,8.82
31.46,-96.03,8.66
31.74,-95.99,10.06
32.01,-95.94,8.85
32.29,-95.89,9.38
32.57,-95.84,9.16
32.84,-95.79,9.75
33.12,-95.74,10.67
33.40,-95.69,9.77
33.67,-95.64,11.63
33.95,-95.59,11.78
34.23,-95.54,11.67
34.51,-95.48,9.12
34.79,-95.43,10.24
35.07,-95.38,10.70
35.35,-95.32,9.30
35.63,-95.27,13.13
35.91,-95.22,10.41
36.19,-95.16,10.38
36.47,-95.10,11.57
36.75,-95.05,11.22
37.03,-94.99,14.08
37.31,-94.93,13.15
37.60,-94.88,13.63
37.88,-94.82,13.43
38.16,-94.76,14.03
38.44,-94.70,12.80
38.72,-94.64,13.33
39.01,-94.58,11.72
39.29,-94.52,12.09
39.57,-94.45,14.28
39.86,-94.39,14.64
40.14,-94.33,14.32
40.42,-94.26,14.34
40.71,-94.20,14.24
40.99,-94.14,14.54
41.28,-94.07,15.16
41.56,-94.00,14.78
41.85,-93.94,15.47
42.13,-93.87,16.04
42.42,-93.80,16.32
42.70,-93.73,16.61
42.99,-93.66,16.49
43.27,-93.59,16.53
43.56,-93.52,16.10
43.84,-93.45,16.97
44.13,-93.37,16.76
44.41,-93.30,15.81
44.70,-93.23,16.05
44.99,-93.15,15.11
45.27,-93.07,15.60
45.56,-93.00,13.77
45.84,-92.92,15.70
46.13,-92.84,15.99
46.42,-92.76,16.99
46.70,-92.68,14.79
46.99,-92.60,17.21
47.27,-92.52,16.91
47.56,-92.43,6.40
47.85,-92.35,17.06
48.13,-92.26,7.04
28.69,-96.18,10.52
28.96,-96.14,9.88
29.23,-96.09,9.72
29.50,-96.04,9.66
29.78,-96.00,10.00
30.05,-95.95,9.25
30.32,-95.90,8.89
30.60,-95.86,9.44
30.87,-95.81,8.00
31.15,-95.76,7.93
31.42,-95.71,7.66
31.70,-95.66,8.63
31.97,-95.61,9.42
32.25,-95.56,8.81
32.52,-95.51,9.63
32.80,-95.46,9.60
33.08,-95.41,11.18
33.35,-95.36,11.47
33.63,-95.31,11.57
33.91,-95.25,12.17
34.19,-95.20,8.84
34.47,-95.15,11.34
34.75,-95.09,11.15
35.02,-95.04,10.81
35.30,-94.98,9.26
35.58,-94.93,10.39
35.86,-94.87,11.00
36.14,-94.81,10.43
36.42,-94.76,10.48
36.70,-94.70,10.69
36.99,-94.64,10.63
37.27,-94.58,14.43
37.55,-94.52,13.25
37.83,-94.46,14.69
38.11,-94.40,14.11
38.39,-94.34,14.04
38.68,-94.28,14.01
38.96,-94.21,12.07
39.24,-94.15,12.96
39.53,-94.09,13.80
39.81,-94.02,14.53
40.09,-93.96,14.48
40.38,-93.89,14.24
40.66,-93.83,15.04
40.94,-93.76,15.24
41.23,-93.69,14.74
41.51,-93.62,14.93
41.80,-93.55,14.99
42.08,-93.48,15.86
42.36,-93.41,16.63
42.65,-93.34,16.71
42.93,-93.27,16.77
43.22,-93.20,16.88
43.50,-93.13,16.96
43.79,-93.05,16.35
44.07,-92.98,16.81
44.36,-92.90,13.70
44.65,-92.82,11.89
44.93,-92.75,16.58
45.22,-92.67,16.25
45.50,-92.59,16.58
45.79,-92.51,16.74
46.07,-92.43,16.03
46.36,-92.35,16.40
46.65,-92.26,9.76
46.93,-92.18,16.32
47.22,-92.10,16.77
47.50,-92.01,14.93
47.79,-91.92,16.36
48.07,-91.84,6.29
28.92,-95.83,9.90
29.19,-95.78,9.97
29.46,-95.73,9.74
29.74,-95.68,9.71
30.01,-95.64,8.87
30.28,-95.59,9.15
30.55,-95.54,8.99
30.83,-95.49,7.08
31.10,-95.44,7.91
31.38,-95.39,8.56
31.65,-95.34,7.20
31.93,-95.29,7.13
32.20,-95.24,8.96
32.48,-95.18,9.49
32.76,-95.13,10.06
33.03,-95.08,10.48
33.31,-95.03,11.29
33.59,-94.97,12.06
33.86,-94.92,12.05
34.14,-94.86,10.52
34.42,-94.81,11.77
34.70,-94.75,11.28
34.98,-94.70,11.82
35.26,-94.64,5.66
35.54,-94.58,11.04
35.82,-94.52,14.41
36.10,-94.47,11.15
36.38,-94.41,11.14
36.66,-94.35,10.70
36.94,-94.29,9.82
37.22,-94.23,13.44
37.50,-94.17,13.47
37.78,-94.10,13.47
38.06,-94.04,13.37
38.35,-93.98,13.89
38.63,-93.91,14.02
38.91,-93.85,14.87
39.19,-93.79,13.31
39.48,-93.72,14.73
39.76,-93.65,14.39
40.04,-93.59,14.49
40.32,-93.52,15.09
40.61,-93.45,15.15
40.89,-93.38,14.57
41.18,-93.31,12.58
41.46,-93.24,14.87
41.74,-93.17,15.29
42.03,-93.10,16.03
42.31,-93.03,16.10
42.60,-92.96,16.40
42.88,-92.88,12.16
43.17,-92.81,16.77
43.45,-92.73,17.13
43.74,-92.66,17.06
44.02,-92.58,15.82
44.31,-92.50,16.76
44.59,-92.42,13.99
44.88,-92.34,14.01
45.16,-92.26,13.51
45.45,-92.18,17.01
45.73,-92.10,16.78
46.02,-92.02,16.74
46.30,-91.93,16.46
46.59,-91.85,9.40
47.16,-91.68,14.67
47.44,-91.59,16.48
47.73,-91.50,15.10
48.02,-91.41,6.08
29.15,-95.47,10.85
29.42,-95.42,9.89
29.69,-95.37,10.74
29.97,-95.32,9.95
30.24,-95.27,10.49
30.51,-95.22,9.66
30.79,-95.17,9.44
31.06,-95.12,8.26
31.33,-95.07,8.86
31.61,-95.02,9.27
31.88,-94.96,8.85
32.16,-94.91,10.14
32.44,-94.86,10.24
32.71,-94.80,10.34
32.99,-94.75,10.72
33.26,-94.69,10.23
33.54,-94.64,11.01
33.82,-94.58,11.35
34.10,-94.53,11.73
34.37,-94.47,11.86
34.65,-94.41,12.29
34.93,-94.36,11.42
35.21,-94.30,11.99
35.49,-94.24,12.02
35.77,-94.18,12.12
36.05,-94.12,11.49
36.33,-94.06,11.13
36.61,-94.00,11.28
36.89,-93.94,9.67
37.17,-93.87,9.94
37.45,-93.81,12.34
37.73,-93.75,14.45
38.01,-93.68,13.02
38.30,-93.62,12.48
38.58,-93.55,11.78
38.86,-93.49,11.77
39.14,-93.42,12.90
39.42,-93.35,13.47
39.71,-93.29,14.90
39.99,-93.22,15.06
40.27,-93.15,14.05
40.56,-93.08,15.42
40.84,-93.01,15.29
41.12,-92.94,12.52
41.41,-92.87,15.39
41.69,-92.79,15.52
41.97,-92.72,15.53
42.26,-92.64,16.03
42.54,-92.57,16.24
42.83,-92.49,16.30
43.11,-92.42,17.08
43.39,-92.34,17.15
43.68,-92.26,17.02
43.96,-92.18,11.74
44.25,-92.10,15.80
44.53,-92.02,16.03
44.82,-91.94,13.33
45.10,-91.86,13.17
45.39,-91.78,16.37
45.67,-91.69,17.47
45.96,-91.61,17.34
46.24,-91.52,7.75
46.53,-91.43,11.40
47.38,-91.17,8.90
47.67,-91.07,8.24
47.95,-90.98,6.73
48.24,-90.89,12.50
29.38,-95.11,11.14
29.65,-95.06,11.04
29.92,-95.01,11.20
30.19,-94.96,10.22
30.47,-94.90,9.68
30.74,-94.85,9.61
31.02,-94.80,9.38
31.29,-94.75,8.86
31.56,-94.69,9.74
31.84,-94.64,10.52
32.11,-94.59,9.48
32.39,-94.53,10.08
32.67,-94.48,10.80
32.94,-94.42,11.02
33.22,-94.36,10.88
33.49,-94.31,11.27
33.77,-94.25,11.46
34.05,-94.19,11.91
34.33,-94.13,11.83
34.61,-94.08,12.56
34.88,-94.02,11.53
35.16,-93.96,11.26
35.44,-93.90,10.44
35.72,-93.83,12.18
36.00,-93.77,12.08
36.28,-93.71,11.09
36.56,-93.65,10.14
36.84,-93.59,11.19
37.12,-93.52,12.08
37.40,-93.46,12.22
37.68,-93.39,9.97
37.96,-93.33,10.24
38.24,-93.26,10.36
38.53,-93.19,12.77
38.81,-93.13,10.10
39.09,-93.06,14.12
39.37,-92.99,14.32
39.65,-92.92,13.93
39.94,-92.85,13.89
40.22,-92.78,14.07
40.50,-92.71,14.21
40.78,-92.63,15.33
41.07,-92.56,15.22
41.35,-92.49,15.42
41.63,-92.41,15.51
41.92,-92.34,15.64
42.20,-92.26,15.95
42.49,-92.18,16.14
42.77,-92.11,16.98
43.05,-92.03,16.87
43.34,-91.95,17.09
43.62,-91.87,16.59
43.91,-91.79,16.20
44.19,-91.71,13.04
44.47,-91.62,13.41
44.76,-91.54,13.45
45.04,-91.46,16.01
45.33,-91.37,16.69
45.61,-91.28,16.90
45.90,-91.20,17.44
46.18,-91.11,16.73
46.47,-91.02,17.68
46.75,-90.93,16.84
47.89,-90.56,6.04
29.88,-94.69,9.83
30.15,-94.64,10.74
30.42,-94.59,10.27
30.70,-94.53,10.25
30.97,-94.48,9.35
31.24,-94.43,10.13
31.52,-94.37,8.82
31.79,-94.32,10.22
32.07,-94.26,10.07
32.34,-94.20,10.01
32.62,-94.15,9.96
32.89,-94.09,10.84
33.17,-94.03,11.18
33.45,-93.98,10.76
33.72,-93.92,11.79
34.00,-93.86,12.00
34.28,-93.80,11.76
34.56,-93.74,11.94
34.83,-93.68,11.57
35.11,-93.62,11.99
35.39,-93.55,13.26
35.67,-93.49,12.04
35.95,-93.43,12.23
36.23,-93.36,11.30
36.51,-93.30,9.94
36.79,-93.24,10.22
37.07,-93.17,12.24
37.35,-93.10,12.11
37.63,-93.04,9.91
37.91,-92.97,12.18
38.19,-92.90,10.67
38.47,-92.83,10.86
38.75,-92.76,10.66
39.03,-92.69,11.13
39.32,-92.62,14.37
39.60,-92.55,13.32
39.88,-92.48,13.81
40.16,-92.41,15.16
40.45,-92.33,15.29
40.73,-92.26,15.45
41.01,-92.19,14.79
41.29,-92.11,15.35
41.58,-92.03,15.62
41.86,-91.96,13.56
42.14,-91.88,15.88
42.43,-91.80,6.43
42.71,-91.72,16.92
42.99,-91.64,8.67
43.28,-91.56,9.78
43.56,-91.48,16.71
43.85,-91.39,16.74
44.13,-91.31,13.25
44.41,-91.23,13.55
44.70,-91.14,16.30
44.98,-91.05,16.38
45.27,-90.97,17.54
45.55,-90.88,17.62
45.84,-90.79,16.88
46.12,-90.70,15.96
46.40,-90.61,10.91
29.83,-94.38,10.44
30.10,-94.32,11.21
30.38,-94.27,10.99
30.65,-94.22,10.31
30.92,-94.16,10.57
31.20,-94.11,10.58
31.47,-94.05,10.94
31.74,-93.99,10.51
32.02,-93.94,10.54
32.29,-93.88,9.81
32.57,-93.82,8.45
32.85,-93.76,11.40
33.12,-93.70,10.51
33.40,-93.64,11.33
33.67,-93.58,12.07
33.95,-93.52,12.14
34.23,-93.46,11.73
34.51,-93.40,11.84
34.78,-93.34,11.34
35.06,-93.28,11.80
35.34,-93.21,9.84
35.62,-93.15,10.84
35.90,-93.08,11.25
36.18,-93.02,11.28
36.46,-92.95,9.48
36.73,-92.89,10.07
37.01,-92.82,11.56
37.29,-92.75,9.24
37.58,-92.68,12.34
37.86,-92.61,12.59
38.14,-92.55,11.77
38.42,-92.47,9.07
38.70,-92.40,11.45
38.98,-92.33,13.58
39.26,-92.26,14.20
39.54,-92.19,13.60
39.82,-92.11,14.90
40.11,-92.04,15.01
40.39,-91.96,14.93
40.67,-91.89,15.27
40.95,-91.81,15.26
41.24,-91.73,13.14
41.52,-91.66,15.53
41.80,-91.58,15.59
42.09,-91.50,16.03
42.37,-91.42,16.31
42.65,-91.33,8.66
42.93,-91.25,8.80
43.22,-91.17,10.91
43.50,-91.09,16.42
43.79,-91.00,16.41
44.07,-90.91,12.23
44.35,-90.83,13.44
44.64,-90.74,12.80
44.92,-90.65,16.94
45.20,-90.56,16.41
45.49,-90.47,17.46
45.77,-90.38,16.80
46.06,-90.29,16.97
46.34,-90.19,11.90
29.78,-94.06,11.26
30.06,-94.01,10.01
30.33,-93.95,10.75
30.60,-93.90,10.27
30.87,-93.84,10.96
31.15,-93.79,10.56
31.42,-93.73,10.60
31.70,-93.67,11.05
31.97,-93.61,10.53
32.24,-93.55,6.21
32.52,-93.49,11.32
32.80,-93.43,10.78
33.07,-93.37,10.75
33.35,-93.31,11.56
33.62,-93.25,11.63
33.90,-93.19,10.63
34.18,-93.13,12.79
34.45,-93.06,11.25
34.73,-93.00,11.08
35.01,-92.94,10.64
35.29,-92.87,12.95
35.57,-92.81,11.53
35.84,-92.74,12.72
36.12,-92.67,11.17
36.40,-92.61,13.60
36.68,-92.54,9.24
36.96,-92.47,10.15
37.24,-92.40,12.34
37.52,-92.33,9.89
37.80,-92.26,12.28
38.08,-92.19,11.83
38.36,-92.12,11.22
38.64,-92.04,10.17
38.92,-91.97,13.46
39.20,-91.90,14.71
39.49,-91.82,13.42
39.77,-91.75,10.47
40.05,-91.67,13.46
40.33,-91.59,13.71
40.61,-91.52,15.19
40.89,-91.44,15.29
41.18,-91.36,15.50
41.46,-91.28,14.87
41.74,-91.20,15.78
42.02,-91.12,16.19
42.31,-91.03,5.00
42.59,-90.95,8.59
42.87,-90.87,13.77
43.16,-90.78,12.64
43.44,-90.69,14.10
43.72,-90.61,13.19
44.01,-90.52,13.79
44.29,-90.43,12.20
44.57,-90.34,14.03
44.86,-90.25,16.25
45.14,-90.16,16.46
45.42,-90.07,16.35
45.71,-89.97,13.82
45.99,-89.88,16.59
46.27,-89.78,11.85
46.56,-89.69,11.50
30.01,-93.70,11.48
30.28,-93.64,11.34
30.55,-93.58,10.70
30.83,-93.52,11.64
31.10,-93.47,11.34
31.37,-93.41,10.80
31.65,-93.35,10.49
31.92,-93.29,10.36
32.19,-93.23,11.32
32.47,-93.17,11.51
32.74,-93.11,9.67
33.02,-93.04,7.89
33.30,-92.98,11.50
33.57,-92.92,12.06
33.85,-92.86,12.58
34.12,-92.79,12.72
34.40,-92.73,13.05
34.68,-92.66,11.03
34.96,-92.60,10.47
35.23,-92.53,13.25
35.51,-92.46,10.19
35.79,-92.40,10.71
36.07,-92.33,11.42
36.35,-92.26,8.92
36.63,-92.19,7.28
36.90,-92.12,11.60
37.18,-92.05,9.60
37.46,-91.98,11.13
37.74,-91.91,10.92
38.02,-91.83,11.89
38.30,-91.76,11.73
38.58,-91.68,12.46
38.87,-91.61,10.46
39.15,-91.53,14.88
39.43,-91.46,14.47
39.71,-91.38,11.95
39.99,-91.30,14.91
40.27,-91.22,14.91
40.55,-91.14,15.21
40.83,-91.06,15.40
41.12,-90.98,15.34
41.40,-90.90,15.39
41.68,-90.82,15.85
41.96,-90.74,8.16
42.25,-90.65,8.25
42.53,-90.57,15.80
42.81,-90.48,13.73
43.09,-90.39,14.00
43.38,-90.31,12.83
43.66,-90.22,12.90
43.94,-90.13,14.76
44.23,-90.04,15.65
44.51,-89.94,13.59
44.79,-89.85,15.67
45.07,-89.76,16.50
45.36,-89.66,13.81
45.64,-89.57,16.66
45.92,-89.47,16.53
46.21,-89.37,11.75
46.49,-89.27,17.16
46.77,-89.17,12.60
29.96,-93.38,10.22
30.23,-93.32,11.18
30.50,-93.27,11.42
30.78,-93.21,11.64
31.05,-93.15,11.61
31.32,-93.09,10.95
31.59,-93.03,11.31
31.87,-92.97,11.03
32.14,-92.90,6.56
32.42,-92.84,9.92
32.69,-92.78,9.67
32.97,-92.72,9.73
33.24,-92.65,11.82
33.52,-92.59,12.01
33.79,-92.52,12.42
34.07,-92.46,12.69
34.35,-92.39,12.59
34.62,-92.33,12.74
34.90,-92.26,9.20
35.18,-92.19,13.20
35.46,-92.12,9.64
35.73,-92.05,10.11
36.01,-91.98,10.29
36.29,-91.91,12.51
36.57,-91.84,7.19
